"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"11 Mar 2017";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"MERSEN BSAR JUI10";"FR0010902510";"MRNB1";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MERSEN NV";"FR0013228970";"MRNNV";"Euronext Paris";"EUR";"22,57";"22,57";"22,57";"22,57";"08/03/2017 17:00";"CET";"108";"2437,56"
"METABOLIC EXPLORER";"FR0004177046";"METEX";"Euronext Paris";"EUR";"2,59";"2,59";"2,55";"2,55";"10/03/2017 17:35";"CET";"66485";"170258,81"
"METALLIANCE";"FR0010492181";"MLETA";"Marché Libre Paris";"EUR";"7,29";"7,29";"7,29";"7,29";"07/12/2016 15:00";"CET";"1";"7,29"
"METHANOR";"FR0011217710";"ALMET";"Alternext Paris";"EUR";"5,87";"5,87";"5,87";"5,87";"10/03/2017 15:30";"CET";"3300";"19371,00"
"METHORIOS CAPITAL";"IT0004615396";"ALMTH";"Alternext Paris";"EUR";"0,03";"0,03";"0,03";"0,03";"03/10/2016 09:00";"CET";"1";"0,03"
"METROPOLE TV";"FR0000053225";"MMT";"Euronext Paris";"EUR";"19,895";"20,05";"19,885";"20,01";"10/03/2017 17:35";"CET";"83285";"1663874,025"
"MEUBLES DELIAS";"FR0004078186";"MLMED";"Marché Libre Paris";"EUR";"5,90";"5,90";"5,90";"5,90";"01/03/2017 15:00";"CET";"300";"1770,00"
"MG INTERNATIONAL";"FR0010204453";"ALMGI";"Alternext Paris";"EUR";"1,80";"1,80";"1,80";"1,80";"10/03/2017 15:30";"CET";"1800";"3240,00"
"MGI COUTIER";"FR0000053027";"MGIC";"Euronext Paris";"EUR";"31,34";"31,54";"31,03";"31,44";"10/03/2017 17:35";"CET";"5545";"174190,61"
"MGI DIGITAL GRAPHI";"FR0010353888";"ALMDG";"Alternext Paris";"EUR";"39,15";"39,75";"39,15";"39,74";"10/03/2017 17:35";"CET";"17318";"683040,40"
"MICHELIN";"FR0000121261";"ML";"Euronext Paris";"EUR";"105,10";"106,70";"105,10";"106,15";"10/03/2017 17:35";"CET";"480198";"50988527,20"
"MICHELIN NV";"FR0013227568";"MLNV";"Euronext Paris";"EUR";"102,95";"102,95";"102,95";"102,95";"10/03/2017 12:00";"CET";"467";"48077,65"
"MICROBSAR15DEC18";"FR0010827345";"MUNBR";"Euronext Paris";"EUR";"0,34";"0,369";"0,33";"0,359";"10/03/2017 17:27";"CET";"17874";"6160,485"
"MICROPOLE";"FR0000077570";"MUN";"Euronext Paris";"EUR";"1,21";"1,25";"1,21";"1,25";"10/03/2017 17:29";"CET";"42538";"52043,04"
"MICROSKIN";"GB00B92JR174";"MLSKN";"Marché Libre Paris";"EUR";"0,04";"0,04";"0,04";"0,04";"09/03/2017 15:00";"CET";"6270";"250,80"
"MICROSOFT CORP SPL";"US5949181045";"MSF";"Traded not listed Amsterdam";"USD";"64,05";"64,05";"64,05";"64,05";"08/03/2017 16:06";"CET";"300";"18202,93"
"MICROWAVE VISION";"FR0004058949";"ALMIC";"Alternext Paris";"EUR";"7,37";"7,37";"7,30";"7,30";"10/03/2017 16:22";"CET";"2509";"18369,53"
"MIGUET ET ASSOCIES";"FR0010500363";"MLNMA";"Marché Libre Paris";"EUR";"0,41";"0,41";"0,41";"0,41";"10/03/2017 15:00";"CET";"1750";"717,50"
"MIKO";"BE0003731453";"MIKO";"Euronext Brussels";"EUR";"113,40";"113,50";"113,40";"113,50";"10/03/2017 16:30";"CET";"35";"3970,00"
"MILIBOO";"FR0013053535";"ALMLB";"Alternext Paris";"EUR";"2,79";"2,79";"2,77";"2,77";"10/03/2017 17:08";"CET";"101";"279,79"
"MILLET INNOVATION";"FR0010304402";"ALINN";"Alternext Paris";"EUR";"24,23";"24,23";"24,23";"24,23";"10/03/2017 15:30";"CET";"28";"678,44"
"MITHRA";"BE0974283153";"MITRA";"Euronext Brussels";"EUR";"9,599";"9,599";"9,16";"9,376";"10/03/2017 17:35";"CET";"36361";"343022,463"
"ML TRADING AG";"CH0221173120";"MLMLT";"Marché Libre Paris";"EUR";"1,55";"1,55";"1,55";"1,55";"04/08/2016 15:00";"CET";"330";"511,50"
"MND";"FR0011584549";"MND";"Euronext Paris";"EUR";"4,10";"4,65";"4,05";"4,43";"10/03/2017 17:35";"CET";"520914";"2288890,22"
"MNR GROUP";"FR0010976746";"MLMNR";"Marché Libre Paris";"EUR";"3,80";"3,80";"3,80";"3,80";"06/03/2017 15:00";"CET";"5";"19,00"
"MONCEY (FIN.) NOM.";"FR0000076986";"MONC";"Euronext Paris";"EUR";"4968,00";"4968,00";"4968,00";"4968,00";"10/03/2017 11:30";"CET";"1";"4968,00"
"MONEY EXPRESS";"SN0000000191";"MLMEX";"Marché Libre Paris";"EUR";"14,86";"14,86";"14,86";"14,86";"03/02/2012 15:00";"CET";"250";"3715,00"
"MONFINANCIER";"FR0010882886";"MLMON";"Marché Libre Paris";"EUR";"0,28";"0,28";"0,28";"0,28";"09/03/2017 15:00";"CET";"5000";"1400,00"
"MONTAIGNE FASHION";"FR0004048734";"MFG";"Euronext Paris";"EUR";"0,06";"0,06";"0,05";"0,05";"26/02/2015 15:20";"CET";"666950";"33514,50"
"MONTEA C.V.A.";"BE0003853703";"MONT";"Euronext Brussels, Paris";"EUR";"45,02";"45,345";"44,81";"45,345";"10/03/2017 17:35";"CET";"2324";"104790,58"
"MONTEPIO";"PTCMHUIM0015";"MPIO";"Euronext Lisbon";"EUR";"0,43";"0,433";"0,43";"0,433";"10/03/2017 12:44";"GMT";"9069";"3902,42"
"MOPOLI";"NL0000488153";"MOP";"Euronext Brussels";"EUR";"290,00";"290,00";"290,00";"290,00";"06/03/2017 11:30";"CET";"1";"290,00"
"MOPOLI FOND";"NL0000488161";"MOPF";"Euronext Brussels";"EUR";"8205,99";"8205,99";"8205,99";"8205,99";"06/03/2017 11:30";"CET";"1";"8205,99"
"MOTA ENGIL";"PTMEN0AE0005";"EGL";"Euronext Lisbon";"EUR";"1,72";"1,735";"1,711";"1,72";"10/03/2017 16:35";"GMT";"113025";"194937,548"
"MOULINVEST";"FR0011033083";"ALMOU";"Alternext Paris";"EUR";"5,24";"5,32";"5,24";"5,32";"10/03/2017 16:17";"CET";"251";"1322,36"
"MOURY CONSTRUCT";"BE0003602134";"MOUR";"Euronext Brussels";"EUR";"144,10";"144,10";"144,10";"144,10";"10/03/2017 11:30";"CET";"11";"1585,10"
"MP6";"FR0013232626";"MLMP6";"Marché Libre Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MR BRICOLAGE";"FR0004034320";"MRB";"Euronext Paris";"EUR";"11,88";"12,00";"11,88";"12,00";"10/03/2017 17:35";"CET";"401";"4786,18"
"MTD FINANCE";"FR0010518936";"MLMTD";"Marché Libre Paris";"EUR";"5,88";"5,88";"5,88";"5,88";"22/12/2015 15:00";"CET";"17";"99,96"
"MULANN";"FR0012990968";"MLMUL";"Marché Libre Paris";"EUR";"0,18";"0,18";"0,18";"0,18";"08/03/2017 15:00";"CET";"15860";"2854,80"
"MULTIMICROCLOUD";"FR0013230067";"MLMMC";"Marché Libre Paris";"EUR";"0,29";"0,29";"0,29";"0,29";"10/03/2017 15:03";"CET";"1100";"319,00"
"MUNCHENER RUCKVERS";"DE0008430026";"MEURV";"Traded not listed Amsterdam";"EUR";"187,26";"187,26";"187,26";"187,26";"03/03/2017 11:30";"CET";"25";"4681,50"
"MUSEE GREVIN";"FR0000037970";"GREV";"Euronext Paris";"EUR";"76,13";"76,13";"76,13";"76,13";"10/03/2017 16:30";"CET";"13";"989,69"
"MUTUALIZE CORP";"FR0013222346";"MLMUT";"Marché Libre Paris";"EUR";"0,19";"0,19";"0,19";"0,19";"09/03/2017 15:00";"CET";"2630";"499,70"
"NANOBIOTIX";"FR0011341205";"NANO";"Euronext Paris";"EUR";"15,65";"15,91";"15,31";"15,91";"10/03/2017 17:35";"CET";"114408";"1787261,98"
"NATIXIS";"FR0000120685";"KN";"Euronext Paris";"EUR";"5,58";"5,719";"5,576";"5,659";"10/03/2017 17:35";"CET";"7248477";"41022109,908"
"NATIXIS NV";"FR0013239829";"KNNV";"Euronext Paris";"EUR";"4,90";"4,90";"4,90";"4,90";"07/03/2017 17:00";"CET";"11463";"56168,70"
"NATUREX";"FR0000054694";"NRX";"Euronext Paris";"EUR";"86,88";"87,25";"86,48";"86,50";"10/03/2017 17:35";"CET";"1100";"95612,33"
"NB PRIV EQ PARTN";"GG00B1ZBD492";"NBPE";"Euronext Amsterdam";"USD";"12,90";"12,90";"12,85";"12,85";"10/03/2017 13:11";"CET";"18202";"234036,30"
"NEDAP";"NL0000371243";"NEDAP";"Euronext Amsterdam";"EUR";"38,10";"38,35";"37,89";"38,35";"10/03/2017 17:35";"CET";"2353";"89717,38"
"NEDSENSE ENTERPR";"NL0009312842";"NEDSE";"Euronext Amsterdam";"EUR";"0,10";"0,11";"0,10";"0,11";"10/03/2017 16:30";"CET";"25000";"2700,00"
"NEOCOM MULTIMEDIA";"FR0004157543";"MLNEO";"Marché Libre Paris";"EUR";"3,50";"3,50";"3,50";"3,50";"10/03/2017 15:00";"CET";"500";"1750,00"
"NEOLIFE";"FR0011636083";"ALNLF";"Alternext Paris";"EUR";"0,75";"0,77";"0,75";"0,77";"10/03/2017 16:29";"CET";"11";"8,45"
"NEOPOST";"FR0000120560";"NEO";"Euronext Paris";"EUR";"28,86";"29,34";"28,73";"29,05";"10/03/2017 17:35";"CET";"79175";"2303171,20"
"NEOVACS";"FR0004032746";"ALNEV";"Alternext Paris";"EUR";"0,93";"0,96";"0,93";"0,95";"10/03/2017 17:35";"CET";"536453";"505593,05"
"NESSYA";"FR0010648568";"MLNES";"Marché Libre Paris";"EUR";"3,15";"3,15";"3,15";"3,15";"25/11/2013 15:00";"CET";"2000";"6300,00"
"NETBOOSTER";"FR0000079683";"ALNBT";"Alternext Paris";"EUR";"2,21";"2,21";"2,18";"2,20";"10/03/2017 16:57";"CET";"125641";"274607,14"
"NETGEM";"FR0004154060";"NTG";"Euronext Paris";"EUR";"2,17";"2,18";"2,12";"2,18";"10/03/2017 17:35";"CET";"13649";"29371,65"
"NEUFCOUR-FIN.";"BE0003680916";"NEU";"Euronext Brussels";"EUR";"7,11";"7,11";"7,11";"7,11";"22/02/2017 11:30";"CET";"42";"298,62"
"NEURONES";"FR0004050250";"NRO";"Euronext Paris";"EUR";"24,90";"24,90";"24,87";"24,88";"10/03/2017 15:59";"CET";"1138";"28321,55"
"NEW SOURCES ENERGY";"NL0009822014";"NSE";"Euronext Amsterdam";"EUR";"0,29";"0,29";"0,28";"0,28";"10/03/2017 16:30";"CET";"5670";"1627,60"
"NEWAYS ELECTRONICS";"NL0000440618";"NEWAY";"Euronext Amsterdam";"EUR";"11,90";"12,00";"11,70";"11,71";"10/03/2017 17:29";"CET";"14257";"168193,435"
"NEWSINVEST";"FR0010358507";"MLNEI";"Marché Libre Paris";"EUR";"1,10";"1,10";"1,10";"1,10";"23/02/2017 15:00";"CET";"2200";"2420,00"
"NEWTREE";"BE0003832491";"NEWT";"Marché Libre Brussels";"EUR";"1,70";"1,70";"1,70";"1,70";"10/03/2017 15:00";"CET";"1068";"1815,60"
"NEXANS";"FR0000044448";"NEX";"Euronext Paris";"EUR";"47,315";"49,595";"47,18";"49,03";"10/03/2017 17:38";"CET";"266948";"13037251,225"
"NEXITY";"FR0010112524";"NXI";"Euronext Paris";"EUR";"44,155";"44,19";"43,90";"44,02";"10/03/2017 17:36";"CET";"88565";"3899672,285"
"NEXPONOR-SICAFI";"PTNEX0AM0002";"ALNOR";"Alternext Lisbon";"EUR";"0,50";"0,50";"0,50";"0,50";"11/01/2017 14:30";"GMT";"10";"5,00"
"NEXTEDIA";"FR0004171346";"ALNXT";"Alternext Paris";"EUR";"1,48";"1,49";"1,42";"1,46";"10/03/2017 17:14";"CET";"148639";"214957,37"
"NEXTSTAGE";"FR0012789386";"NEXTS";"Euronext Paris";"EUR";"102,50";"103,00";"102,00";"102,00";"10/03/2017 17:01";"CET";"107";"10929,50"
"NICOX";"FR0013018124";"COX";"Euronext Paris";"EUR";"9,155";"9,586";"9,117";"9,397";"10/03/2017 17:35";"CET";"392421";"3694853,403"
"NN GROUP";"NL0010773842";"NN";"Euronext Amsterdam";"EUR";"30,375";"30,90";"30,31";"30,655";"10/03/2017 17:35";"CET";"1210587";"37092842,105"
"NOKIA";"FI0009000681";"NOKIA";"Euronext Paris";"EUR";"4,967";"5,00";"4,941";"4,994";"10/03/2017 17:35";"CET";"1385165";"6906581,633"
"NOS, SGPS";"PTZON0AM0006";"NOS";"Euronext Lisbon";"EUR";"5,163";"5,229";"5,094";"5,132";"10/03/2017 16:35";"GMT";"1471959";"7580599,556"
"NOVABASE,SGPS";"PTNBA0AM0006";"NBA";"Euronext Lisbon";"EUR";"2,95";"2,95";"2,921";"2,945";"10/03/2017 16:29";"GMT";"12704";"37301,593"
"NOVACYT";"FR0010397232";"ALNOV";"Alternext Paris";"EUR";"0,94";"0,97";"0,93";"0,97";"10/03/2017 15:31";"CET";"34350";"32474,71"
"NOVADAY";"FR0011421817";"MLLED";"Marché Libre Paris";"EUR";"0,11";"0,11";"0,11";"0,11";"09/03/2017 15:00";"CET";"3000";"330,00"
"NOVAE AEROSPACE";"FR0010978924";"MLNOT";"Marché Libre Paris";"EUR";"2,92";"2,92";"2,92";"2,92";"22/02/2017 15:00";"CET";"144";"420,48"
"NOVATECH IND.";"FR0000185464";"MLNOV";"Marché Libre Paris";"EUR";"5,92";"5,92";"5,92";"5,92";"24/01/2017 15:00";"CET";"700";"4144,00"
"NOVISOURCE";"NL0010696704";"NOVI";"Euronext Amsterdam";"EUR";"1,903";"1,903";"1,903";"1,903";"10/03/2017 09:00";"CET";"1";"1,903"
"NOXXON";"NL0012044762";"ALNOX";"Alternext Paris";"EUR";"21,61";"21,61";"21,61";"21,61";"10/03/2017 15:30";"CET";"151";"3263,11"
"NR21";"FR0004166155";"NR21";"Euronext Brussels";"EUR";"0,90";"0,90";"0,90";"0,90";"26/03/2014 16:30";"CET";"5299";"4769,10"
"NRJ GROUP";"FR0000121691";"NRG";"Euronext Paris";"EUR";"11,26";"11,39";"11,20";"11,39";"10/03/2017 17:35";"CET";"12367";"139100,17"
"NSC GROUPE";"FR0000064529";"ALNSC";"Alternext Paris";"EUR";"73,00";"75,90";"73,00";"75,90";"10/03/2017 10:47";"CET";"277";"20774,16"
"NSE";"FR0004065639";"ALNSE";"Alternext Paris";"EUR";"9,56";"9,56";"9,56";"9,56";"10/03/2017 09:00";"CET";"1";"9,56"
"NSI";"NL0000292324";"NSI";"Euronext Amsterdam";"EUR";"3,785";"3,81";"3,781";"3,796";"10/03/2017 17:35";"CET";"633915";"2406983,04"
"NWE NED AM HYP BK";"NL0000121622";;"Traded not listed Amsterdam";"EUR";"23,00";"23,00";"23,00";"23,00";"25/10/2016 16:30";"CET";"371";"8533,00"
"NYRSTAR";"BE0974294267";"NYR";"Euronext Brussels";"EUR";"6,17";"6,229";"6,089";"6,16";"10/03/2017 17:35";"CET";"339594";"2083576,71"
"O SORBET D'AMOUR";"FR0013072741";"MLOSA";"Marché Libre Paris";"EUR";"7,69";"7,69";"7,69";"7,69";"27/02/2017 15:00";"CET";"200";"1538,00"
"O2I";"FR0010231860";"ALODI";"Alternext Paris";"EUR";"1,51";"1,52";"1,47";"1,52";"10/03/2017 16:59";"CET";"3101";"4681,01"
"O2I BSAAR 2019";"FR0011928407";"ODIBS";"Alternext Paris";"EUR";"0,08";"0,09";"0,08";"0,09";"03/03/2017 09:32";"CET";"60000";"4913,11"
"OBER";"FR0010330613";"ALOBR";"Alternext Paris";"EUR";"11,74";"11,74";"11,74";"11,74";"10/03/2017 15:30";"CET";"64";"751,36"
"OCCIDENTAL PETROL.";"US6745991058";"OCPET";"Traded not listed Amsterdam";"USD";"73,00";"73,00";"73,00";"73,00";"22/04/2016 16:30";"CET";"37";"2398,12"
"OCEASOFT";"FR0012407096";"ALOCA";"Alternext Paris";"EUR";"6,10";"6,10";"6,10";"6,10";"10/03/2017 09:00";"CET";"1";"6,10"
"OCI";"NL0010558797";"OCI";"Euronext Amsterdam";"EUR";"18,00";"18,06";"17,77";"17,835";"10/03/2017 17:35";"CET";"402229";"7218435,82"
"OENEO";"FR0000052680";"SBT";"Euronext Paris";"EUR";"8,64";"8,66";"8,58";"8,62";"10/03/2017 17:35";"CET";"179997";"1546675,48"
"OFFICIIS PROPERTIE";"FR0010298901";"OFP";"Euronext Paris";"EUR";"0,82";"0,84";"0,82";"0,84";"10/03/2017 10:12";"CET";"1716";"1429,84"
"OIM";"GB00B063YS85";"OIM";"Euronext Brussels";"EUR";"0,06";"0,06";"0,05";"0,05";"10/03/2017 12:44";"CET";"111700";"6585,00"
"OL GROUPE";"FR0010428771";"OLG";"Euronext Paris";"EUR";"2,82";"2,86";"2,82";"2,83";"10/03/2017 17:35";"CET";"24761";"70235,44"
"OLIVEIRA IRMAO";"PTOIR0AE0003";"OIR";"Easynext Lisbon";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"OLMIX";"FR0010176115";"MLOLM";"Marché Libre Paris";"EUR";"9,00";"9,00";"9,00";"9,00";"10/03/2017 15:00";"CET";"95";"855,00"
"ONCODESIGN";"FR0011766229";"ALONC";"Alternext Paris";"EUR";"12,90";"13,59";"12,80";"13,50";"10/03/2017 17:35";"CET";"5010";"66061,35"
"ONLINEFORMAPRO";"FR0004174712";"MLONL";"Marché Libre Paris";"EUR";"7,00";"7,00";"7,00";"7,00";"07/01/2016 15:00";"CET";"15";"105,00"
"ONTEX GROUP";"BE0974276082";"ONTEX";"Euronext Brussels";"EUR";"30,46";"30,90";"30,02";"30,84";"10/03/2017 17:35";"CET";"161886";"4971920,085"
"ONXEO";"FR0010095596";"ONXEO";"Euronext Paris";"EUR";"2,53";"2,53";"2,50";"2,50";"10/03/2017 17:35";"CET";"67039";"168260,97"
"OPTIMUS";"FR0010312181";"MLOPT";"Marché Libre Paris";"EUR";"0,65";"0,65";"0,65";"0,65";"23/02/2017 15:00";"CET";"7";"4,55"
"OPTION";"BE0003836534";"OPTI";"Euronext Brussels";"EUR";"0,194";"0,194";"0,188";"0,19";"10/03/2017 17:18";"CET";"230084";"43813,828"
"ORANGE";"FR0000133308";"ORA";"Euronext Paris";"EUR";"14,72";"14,86";"14,65";"14,765";"10/03/2017 17:35";"CET";"6571792";"97166854,39"
"ORANGE BELGIUM";"BE0003735496";"OBEL";"Euronext Brussels";"EUR";"21,465";"21,55";"21,37";"21,525";"10/03/2017 17:35";"CET";"37727";"812037,73"
"ORANJEWOUD A";"NL0000370419";"ORANW";"Euronext Amsterdam";"EUR";"5,18";"5,19";"5,18";"5,19";"10/03/2017 16:35";"CET";"1200";"6226,00"
"ORAPI";"FR0000075392";"ORAP";"Euronext Paris";"EUR";"8,46";"8,46";"8,46";"8,46";"10/03/2017 09:07";"CET";"231";"1954,26"
"ORCHESTRA-PREMAMAN";"FR0013190410";"KAZI";"Euronext Paris";"EUR";"11,56";"11,56";"11,45";"11,45";"10/03/2017 17:35";"CET";"2728";"31454,30"
"ORCLASS.COM";"FR0012859916";"MLORC";"Marché Libre Paris";"EUR";"4,75";"4,75";"4,75";"4,75";"10/03/2017 15:06";"CET";"54713";"259886,75"
"ORCO BSAR 2019";"LU0234878881";"ORCBR";"Euronext Paris";"EUR";"0,40";"0,40";"0,40";"0,40";"06/06/2013 12:00";"CET";"1300";"520,00"
"ORCOBSAAR1219";"XS0290764728";"ORCOW";"Euronext Brussels, Paris";"EUR";"0,11";"0,11";"0,11";"0,11";"13/01/2016 09:03";"CET";"130";"14,30"
"ORDINA";"NL0000440584";"ORDI";"Euronext Amsterdam";"EUR";"1,574";"1,599";"1,556";"1,576";"10/03/2017 17:35";"CET";"755551";"1192994,942"
"OREGE";"FR0010609206";"OREGE";"Euronext Paris";"EUR";"4,05";"4,15";"3,97";"4,00";"10/03/2017 17:35";"CET";"3530";"14341,29"
"OREY ANTUNES ESC.";"PTORE0AM0002";"ORE";"Euronext Lisbon";"EUR";"0,65";"0,65";"0,65";"0,65";"02/03/2017 08:47";"GMT";"500";"325,00"
"ORPEA";"FR0000184798";"ORP";"Euronext Paris";"EUR";"82,93";"83,97";"82,66";"83,86";"10/03/2017 17:35";"CET";"75231";"6288727,03"
"OSE IMMUNO";"FR0012127173";"OSE";"Euronext Paris";"EUR";"6,98";"6,98";"6,60";"6,86";"10/03/2017 17:27";"CET";"15600";"106645,79"
"OSMOZIS";"FR0013231180";"ALOSM";"Alternext Paris";"EUR";"11,87";"12,16";"11,80";"11,81";"10/03/2017 16:56";"CET";"2037";"24280,09"
"OSPREYFRANK";"GB00B2R1Q018";"ALOSP";"Alternext Paris";"EUR";"0,01";"0,01";"0,01";"0,01";"18/05/2015 15:30";"CET";"10919";"109,19"
"OTC";"BE0003834513";"OTCB";"Marché Libre Brussels";"EUR";"0,47";"0,47";"0,47";"0,47";"10/02/2017 15:00";"CET";"555";"260,85"
"OXIS INTL";"US6918295014";"OXI";"Euronext Paris";"EUR";"0,09";"0,09";"0,09";"0,09";"10/03/2017 16:30";"CET";"3598";"323,82"
"P.G.O. AUTOMOBILES";"FR0000057895";"MLPGO";"Marché Libre Paris";"EUR";"0,14";"0,14";"0,14";"0,14";"09/03/2017 15:00";"CET";"4100";"574,00"
"PACTE NOVATION";"FR0000077992";"MLPAC";"Marché Libre Paris";"EUR";"1,63";"1,63";"1,63";"1,63";"16/12/2016 15:00";"CET";"98";"159,74"
"PAREF";"FR0010263202";"PAR";"Euronext Paris";"EUR";"72,97";"72,97";"72,40";"72,40";"10/03/2017 17:35";"CET";"185";"13410,16"
"PARFEX";"FR0000185928";"MLPFX";"Marché Libre Paris";"EUR";"9,15";"9,15";"9,15";"9,15";"08/03/2017 15:00";"CET";"2452";"22435,80"
"PARROT";"FR0004038263";"PARRO";"Euronext Paris";"EUR";"8,50";"8,75";"8,49";"8,61";"10/03/2017 17:35";"CET";"52162";"450767,54"
"PART.INDLES MINI.";"FR0006823092";"MLHOP";"Marché Libre Paris";"EUR";"2,88";"2,88";"2,88";"2,88";"10/03/2017 15:00";"CET";"73";"210,24"
"PASCAL PIVETEAU";"FR0012146629";"MLPPI";"Marché Libre Paris";"EUR";"0,29";"0,29";"0,29";"0,29";"22/11/2016 15:00";"CET";"33";"9,57"
"PASSAT";"FR0000038465";"PSAT";"Euronext Paris";"EUR";"6,04";"6,04";"5,97";"5,97";"10/03/2017 14:49";"CET";"1497";"9016,99"
"PATRIMOINE ET COMM";"FR0011027135";"PAT";"Euronext Paris";"EUR";"23,94";"24,24";"23,43";"24,00";"10/03/2017 17:35";"CET";"10236";"241757,13"
"PATRIS";"PTPRS0AM0009";"ALPTR";"Alternext Lisbon";"EUR";"3,00";"3,00";"3,00";"3,00";"06/03/2017 14:30";"GMT";"100";"300,00"
"PAYTON PLANAR";"IL0010830391";"PAY";"Euronext Brussels";"EUR";"2,63";"2,63";"2,63";"2,63";"10/03/2017 16:30";"CET";"266";"699,58"
"PCAS";"FR0000053514";"PCA";"Euronext Paris";"EUR";"13,70";"13,76";"13,53";"13,60";"10/03/2017 17:35";"CET";"3632";"49440,78"
"PCB";"BE0003503118";"PCBB";"Euronext Brussels";"EUR";"5,80";"6,10";"5,80";"6,10";"10/03/2017 16:50";"CET";"4136";"25212,50"
"PEPSICO";"US7134481081";"PEP";"Traded not listed Amsterdam";"USD";"109,46";"109,46";"109,46";"109,46";"02/03/2017 11:30";"CET";"43";"4476,68"
"PERNOD RICARD";"FR0000120693";"RI";"Euronext Paris";"EUR";"108,60";"108,60";"107,60";"108,00";"10/03/2017 17:35";"CET";"353765";"38185727,05"
"PERRIER (GERARD)";"FR0000061459";"PERR";"Euronext Paris";"EUR";"44,95";"45,00";"44,70";"44,70";"10/03/2017 13:29";"CET";"157";"7043,65"
"PERSHING";"GG00BPFJTF46";"PSH";"Euronext Amsterdam";"USD";"15,02";"15,25";"14,99";"15,15";"10/03/2017 17:35";"CET";"187533";"2834605,14"
"PETRO IVOIRE";"CI0000001020";"MLPIV";"Marché Libre Paris";"EUR";"198,00";"198,00";"198,00";"198,00";"26/08/2016 15:00";"CET";"1";"198,00"
"PEUGEOT";"FR0000121501";"UG";"Euronext Paris";"EUR";"19,58";"19,735";"19,28";"19,28";"10/03/2017 18:16";"CET";"3870286";"76503554,97"
"PEUGEOT BSA 2017";"FR0011832237";"UGBS";"Euronext Paris";"EUR";"4,59";"4,645";"4,453";"4,453";"10/03/2017 17:35";"CET";"519995";"2385360,412"
"PHARCO";"BE0003835528";"PHAR";"Marché Libre Brussels";"EUR";"0,33";"0,33";"0,33";"0,33";"07/03/2017 15:00";"CET";"250";"82,50"
"PHARMAGEST INTER.";"FR0012882389";"PHA";"Euronext Paris";"EUR";"34,68";"34,95";"34,52";"34,70";"10/03/2017 17:35";"CET";"862";"29896,12"
"PHARMASIMPLE";"BE0974302342";"MLPHA";"Marché Libre Paris";"EUR";"12,85";"12,85";"12,85";"12,85";"10/03/2017 15:00";"CET";"320";"4112,00"
"PHARMING GROUP";"NL0010391025";"PHARM";"Euronext Amsterdam";"EUR";"0,313";"0,313";"0,306";"0,307";"10/03/2017 17:35";"CET";"3565852";"1098740,834"
"PHARNEXT";"FR0011191287";"ALPHA";"Alternext Paris";"EUR";"9,30";"9,92";"8,90";"8,90";"10/03/2017 17:11";"CET";"22903";"214475,38"
"PHAROL";"PTPTC0AM0009";"PHR";"Euronext Lisbon";"EUR";"0,392";"0,414";"0,388";"0,391";"10/03/2017 16:35";"GMT";"13051143";"5222372,52"
"PHILIP MORRIS INTL";"US7181721090";"PM";"Euronext Paris";"EUR";"103,85";"103,85";"103,85";"103,85";"10/03/2017 11:56";"CET";"156";"16200,60"
"PHILIPS BUY BACK";"NL0000009322";"INPHI";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"PHILIPS KON";"NL0000009538";"PHIA";"Euronext Amsterdam";"EUR";"28,645";"28,80";"28,425";"28,45";"10/03/2017 17:35";"CET";"2708599";"77351999,725"
"PHILIPS LIGHTING";"NL0011821392";"LIGHT";"Euronext Amsterdam";"EUR";"26,15";"26,265";"26,035";"26,265";"10/03/2017 18:24";"CET";"185464";"4863499,97"
"PHONE WEB";"FR0000185480";"MLPHW";"Marché Libre Paris";"EUR";"0,74";"0,74";"0,74";"0,74";"10/03/2017 15:00";"CET";"1550";"1147,00"
"PHOTONIKE CAPITAL";"BE0948608451";"MLPHO";"Marché Libre Paris";"EUR";"7,80";"7,80";"7,80";"7,80";"14/10/2014 15:00";"CET";"50";"390,00"
"PICANOL";"BE0003807246";"PIC";"Euronext Brussels";"EUR";"91,80";"92,00";"91,72";"91,72";"10/03/2017 17:35";"CET";"451";"41413,94"
"PIERRE VACANCES";"FR0000073041";"VAC";"Euronext Paris";"EUR";"42,31";"42,62";"42,31";"42,50";"10/03/2017 17:35";"CET";"4048";"172099,80"
"PISCINES DESJOYAUX";"FR0000061608";"ALPDX";"Alternext Paris";"EUR";"10,81";"11,00";"10,81";"10,90";"10/03/2017 17:14";"CET";"2227";"24298,91"
"PIXIUM VISION";"FR0011950641";"PIX";"Euronext Paris";"EUR";"7,35";"7,41";"7,00";"7,00";"10/03/2017 17:35";"CET";"25293";"182805,63"
"PLACOPLATRE";"FR0000030769";"MLPLC";"Marché Libre Paris";"EUR";"383,00";"383,00";"383,00";"383,00";"08/03/2017 15:00";"CET";"6";"2298,00"
